Index, codigo_1, codigo_2
21706, 3332292, 811111
21709, 3421573, 561510
21710, 7569579, 332710
21710, 6378308, 332710
21711, 6300782, 562998
21711, 6274574, 562998
21714, 3046004, 435312
21714, 2973138, 435312
21714, 2930875, 465311
21718, 2916167, 433420
21719, 6694545, 484231
21719, 6154649, 484239
21719, 9236125, 484239
21719, 6157830, 484239
21719, 9320235, 484119
21719, 2276363, 532411
21719, 6161904, 484239
21724, 76697, 467111
21724, 6948865, 467111
21724, 73085, 467111
21724, 77459, 467111
21724, 281821, 467111
21724, 436815, 467111
21724, 8113238, 467111
21724, 630140, 467111
21724, 8538955, 467111
21724, 8284858, 467111
21724, 1571085, 467111
21724, 1720012, 467111
21724, 1875661, 467111
21724, 7112098, 467111
21724, 2464739, 467111
21724, 6484649, 461110
21724, 2946962, 467111
21724, 7351233, 467111
21724, 9336346, 467111
21724, 3098796, 467111
21724, 8803242, 467111
21724, 9353552, 467111
21724, 8553301, 467111
21724, 4027479, 467111
21724, 4132073, 467111
21724, 4107344, 467111
21724, 4247413, 467111
21724, 7990443, 435419
21725, 1865824, 465311
21728, 1831244, 337120
21734, 1917581, 321910
21735, 1692881, 811312
21738, 2783399, 434224
21740, 8656184, 315229
21740, 1490241, 315229
21740, 8190740, 433313
21740, 6361318, 315229
21740, 6884006, 315229
21741, 9332007, 236111
21743, 6879920, 532420
21743, 8554726, 541610
21743, 8009584, 561431
21743, 6714035, 561440
21744, 8541343, 325993
21744, 8541345, 325993
21744, 50108, 321992
21744, 6979781, 337120
21744, 6943779, 434314
21744, 9386945, 434319
21744, 8499815, 434319
21744, 42901, 434319
21744, 6281528, 434319
21744, 7408221, 434311
21744, 22845, 468311
21744, 8766006, 562121
21744, 8514471, 325993
21744, 6929989, 434314
21744, 89568, 434311
21744, 7049229, 434311
21744, 8589382, 434314
21744, 124230, 434314
21744, 9278237, 562112
21744, 6799715, 434312
21744, 7321955, 434314
21744, 191565, 434314
21744, 7439805, 562121
21744, 6998022, 321992
21744, 8674972, 321910
21744, 7386765, 325993
21744, 261035, 326193
21744, 9032078, 321920
21744, 7696666, 322291
21744, 8697936, 337120
21744, 6737250, 337120
21744, 280269, 332610
21744, 7274114, 337210
21744, 8241853, 434319
21744, 272787, 434311
21744, 8224865, 434319
21744, 240422, 434312
21744, 9132268, 434319
21744, 6732169, 434312
21744, 237752, 434311
21744, 283224, 434311
21744, 8729390, 434319
21744, 260135, 434319
21744, 8837666, 434319
21744, 7289545, 434314
21744, 8721455, 434312
21744, 8164786, 434313
21744, 284241, 434311
21744, 8675035, 434224
21744, 9284392, 434224
21745, 8984769, 326120
21747, 6307222, 622111
21747, 2194699, 621211
21749, 48250, 321910
21749, 6437830, 322220
21749, 8196294, 337120
21749, 24545, 435311
21749, 8499799, 434225
21749, 6904723, 465111
21749, 6751618, 468111
21749, 8525323, 463213
21749, 32018, 465215
21749, 8869982, 462112
21749, 7666791, 461110
21749, 9359599, 532310
21749, 7666756, 531210
21749, 8772821, 561620
21749, 8514922, 621111
21749, 34207, 621115
21749, 8797138, 722513
21749, 16733, 722517
21749, 33141, 722514
21749, 15143, 722517
21749, 8624808, 722514
21749, 20310, 812410
21749, 31865, 811111
21749, 6286903, 311511
21749, 6284641, 315229
21749, 6929746, 311813
21749, 9334682, 433313
21749, 6287235, 434221
21749, 52972, 461110
21749, 65658, 461110
21749, 101638, 461110
21749, 101913, 461110
21749, 122388, 461110
21749, 58367, 461212
21749, 7804100, 463211
21749, 7622706, 461110
21749, 8304402, 466212
21749, 8280508, 462112
21749, 9287844, 462112
21749, 9302538, 462112
21749, 87785, 462112
21749, 88815, 462112
21749, 101862, 461110
21749, 8345780, 466410
21749, 8346780, 465111
21749, 6973513, 465111
21749, 9357415, 466112
21749, 8356853, 463310
21749, 8313597, 463211
21749, 8313596, 465111
21751, 6349665, 337910
21757, 6438915, 541990
21759, 9141907, 464121
21764, 1792574, 464112
21764, 7853422, 464111
21765, 6145569, 237312
21767, 6905853, 436112
21768, 6281716, 326110
21769, 112286, 488511
21769, 234205, 488519
21769, 662205, 488519
21769, 6857503, 434221
21769, 9308844, 492110
21769, 8339533, 488511
21769, 6800523, 488519
21769, 4050400, 488511
21769, 8901139, 463218
21770, 8865186, 434211
21770, 8865187, 434211
21770, 8865279, 434211
21770, 8865280, 434211
21770, 4440790, 434211
21770, 4310546, 434211
21770, 6463324, 467116
21770, 4312589, 467111
21770, 6714766, 467111
21772, 8216560, 467114
21772, 7153946, 467114
21774, 6254577, 721111
21775, 6290986, 464121
21775, 6413098, 464121
21775, 6414585, 464121
21775, 6415103, 464121
21775, 6415319, 464121
21775, 6415320, 464121
21775, 6416253, 464121
21775, 6416254, 464121
21775, 6416255, 464121
21775, 6416256, 464121
21775, 6416258, 464121
21775, 6750360, 464121
21775, 6814492, 464121
21775, 8305536, 464121
21776, 6721568, 468211
21777, 7940700, 468211
21777, 579455, 468211
21777, 3780975, 468211
21778, 6863003, 326194
21778, 581359, 326194
21778, 6884870, 467114
21779, 6295293, 812210
21779, 6865368, 812210
21779, 6292589, 812210
21779, 9306398, 812210
21779, 6295294, 812210
21779, 6293054, 812210
21779, 6292702, 812210
21779, 6293127, 812210
21779, 6295291, 812210
21779, 6291526, 812210
21779, 6291685, 812210
21779, 6292144, 812210
21779, 6294709, 812210
21779, 6295296, 812210
21779, 6295297, 812210
21779, 6295295, 812210
21779, 6295292, 812210
21779, 6725940, 812210
21779, 7859494, 812210
21779, 6845296, 812210
21780, 6861927, 561210
21782, 6269281, 332710
21782, 7584740, 811111
21782, 8207029, 811112
21782, 3864324, 811111
21784, 6163242, 484121
21786, 2970050, 467111
21787, 887072, 463211
21790, 6810283, 722517
21790, 192465, 434112
21790, 7539017, 434112
21790, 1254367, 311423
21790, 1449424, 461150
21790, 1496237, 461150
21790, 8296541, 722513
21790, 2566369, 722517
21791, 141918, 811119
21794, 6161409, 484129
21796, 8747576, 811312
21801, 6707309, 484233
21808, 6377404, 315192
21809, 2053324, 434240
21811, 9080588, 461213
21811, 943295, 461213
21813, 6286010, 332810
21816, 4124063, 561990
21818, 3459315, 466211
21819, 6385009, 721111
21820, 3256821, 488410
21821, 3345196, 315229
21822, 9286038, 512240
21826, 8210793, 561720
21828, 6361785, 434211
21828, 6361786, 434211
21828, 6362140, 434211
21828, 8987167, 434211
21828, 6885976, 464111
21828, 6378283, 434211
21831, 6210578, 531210
21832, 6209644, 466212
21833, 6330352, 316211
21835, 794463, 468211
21835, 6306491, 468211
21835, 6331022, 468211
21835, 6382644, 468211
21835, 6408469, 468211
21837, 6152911, 484129
21839, 9231795, 524110
21841, 6255633, 462111
21841, 6255853, 462111
21841, 6765170, 462111
21841, 6367898, 462111
21841, 4300892, 462112
21843, 1169490, 316211
21844, 2709026, 466111
21844, 8446176, 466111
21849, 6143359, 237312
21849, 9292756, 461110
21854, 6732794, 493111
21854, 1625687, 237212
21858, 6346683, 468411
21858, 6340551, 468411
21860, 1089508, 238210
21860, 2765934, 813210
21860, 7897544, 813210
21861, 324324, 323119
21861, 987585, 541610
21861, 955176, 812910
21861, 1776960, 435412
21861, 1853580, 811219
21861, 8984650, 811211
21861, 2464891, 561432
21861, 6927439, 811219
21861, 2893697, 466211
21861, 3428911, 811219
21861, 3846594, 312112
21861, 7088772, 713120
21862, 6264133, 721111
21863, 1911684, 468212
21865, 1648717, 434227
21871, 6862345, 115119
21871, 6905212, 115119
21871, 6166248, 112512
21871, 6166233, 112512
21871, 6166234, 112512
21871, 8704435, 112512
21871, 8443604, 112512
21871, 8908752, 112512
21871, 8443630, 112512
21871, 6862091, 115113
21871, 8624336, 114119
21871, 9223169, 114119
21871, 9223171, 114119
21871, 9223172, 114119
21871, 9223168, 114119
21871, 9223170, 114119
21871, 9223166, 114119
21871, 9223167, 114119
21871, 8443639, 114119
21871, 8443592, 114119
21871, 8443689, 114119
21871, 6166245, 114119
21871, 8789655, 112512
21871, 8901365, 112512
21871, 8838321, 114119
21871, 8765470, 114119
21871, 8754661, 114119
21871, 9046074, 112512
21871, 6281678, 115210
21871, 8797184, 115113
21871, 8901375, 114119
21871, 8838300, 114119
21871, 6166243, 114119
21871, 6252543, 112512
21871, 9315646, 212311
21871, 9223445, 212321
21871, 6186029, 212321
21871, 6186027, 212321
21871, 6186028, 212321
21871, 6186021, 212321
21871, 6186016, 212321
21871, 9324447, 212321
21871, 6186026, 212399
21871, 6186015, 212221
21871, 6186018, 212319
